0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.049177595918367345
12	0.05074242040816326
13	0.005311924489795917
14	0.05132604285714287
15	0.034874302040816325
16	0.027126334693877548
17	0.029799216326530615
18	0.03669287959183673
19	0.031093367346938773
20	0.03166853469387755
21	0.03347020000000001
22	0.032243720408163264
23	0.029655420408163262
24	0.03726805510204082
25	0.03221834285714286
26	0.026297414285714287
27	0.028276691836734702
28	0.06041045102040816
29	0.007502669183673465
30	0.028877244897959183
31	0.07242148571428571
32	5.075085714285714e-05
33	0.0
34	0.0
35	0.0
