0	7.535727272727272e-05
1	0.00037678699999999996
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.050112636363636366
12	0.04777656363636364
13	0.0045214418181818185
14	0.04909531818181818
15	0.03733957272727273
16	0.022720254545454545
17	0.029577745454545456
18	0.03703814545454546
19	0.030745790909090912
20	0.02938935454545455
21	0.032592054545454545
22	0.032592054545454545
23	0.030632763636363636
24	0.0301806
25	0.035907754545454536
26	0.028372045454545455
27	0.026789527272727275
28	0.0309342
29	0.05482245454545454
30	0.005727159090909092
31	0.0360585
32	0.06265963636363636
33	0.0
34	0.0
35	0.0
