0	0.0
1	0.0008373893877551021
2	0.030146018367346938
3	0.03012908979591837
4	0.0368282142857143
5	0.035398738775510204
6	0.02705867142857142
7	0.024876379591836733
8	0.0654686081632653
9	0.01073380816326531
10	0.01765284081632653
11	0.08567592653061223
12	0.00023683748979591826
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.00013533563265306125
22	0.08252092040816325
23	0.020554104081632656
24	0.00934661714285714
25	0.0652148612244898
26	0.02487638163265306
27	0.027287051020408164
28	0.0356017387755102
29	0.03642221224489797
30	0.030721185714285715
31	0.02878420204081632
32	0.00046521671428571436
33	0.0
34	0.0
35	0.0
