1	0	2321	0.0320656
1	10000	2306	0.0318583
1	20000	2314	0.0319689
1	30000	2294	0.0316926
1	40000	2325	0.0321208
1	50000	2319	0.0320379
1	60000	2322	0.0320794
1	70000	2335	0.032259
1	80000	2321	0.0320656
1	90000	2316	0.0319965
1	100000	2338	0.0323004
1	110000	2328	0.0321623
1	120000	2326	0.0321346
1	130000	2347	0.0324248
1	140000	2318	0.0320241
1	150000	2335	0.032259
1	160000	2310	0.0319136
1	170000	2327	0.0321485
1	180000	2332	0.0322175
1	190000	2325	0.0321208
1	200000	2323	0.0320932
1	210000	2342	0.0323557
1	220000	2327	0.0321485
1	230000	2335	0.032259
1	240000	2332	0.0322175
1	250000	2333	0.0322314
1	260000	2323	0.0320932
1	270000	2315	0.0319827
1	280000	2303	0.0318169
1	290000	2351	0.03248
1	300000	2328	0.0321623
1	310000	2333	0.0322314
1	320000	2316	0.0319965
1	330000	2331	0.0322037
1	340000	2316	0.0319965
1	350000	2345	0.0323971
1	360000	2311	0.0319274
1	370000	2329	0.0321761
1	380000	2302	0.0318031
1	390000	2325	0.0321208
1	400000	2302	0.0318031
1	410000	2316	0.0319965
1	420000	2328	0.0321623
1	430000	2294	0.0316926
1	440000	2322	0.0320794
1	450000	2296	0.0317202
1	460000	2330	0.0321899
1	470000	2331	0.0322037
1	480000	2314	0.0319689
1	490000	2326	0.0321346
1	500000	2332	0.0322175
1	510000	2308	0.031886
1	520000	2304	0.0318307
1	530000	2330	0.0321899
1	540000	2319	0.0320379
1	550000	2299	0.0317616
1	560000	2309	0.0318998
1	570000	2318	0.0320241
1	580000	2341	0.0323419
1	590000	2324	0.032107
1	600000	2304	0.0318307
1	610000	2322	0.0320794
1	620000	2313	0.031955
1	630000	2312	0.0319412
1	640000	2320	0.0320518
1	650000	2306	0.0318583
1	660000	2318	0.0320241
1	670000	2320	0.0320518
1	680000	2321	0.0320656
1	690000	2329	0.0321761
1	700000	2310	0.0319136
1	710000	2314	0.0319689
1	720000	2328	0.0321623
1	730000	2327	0.0321485
1	740000	2329	0.0321761
1	750000	2306	0.0318583
1	760000	2288	0.0316097
1	770000	2328	0.0321623
1	780000	2340	0.0323281
1	790000	2314	0.0319689
1	800000	2330	0.0321899
1	810000	2308	0.031886
1	820000	2309	0.0318998
1	830000	2310	0.0319136
1	840000	2300	0.0317754
1	850000	2307	0.0318722
