1	227.065
2	230.315
3	230.44
4	228.94
5	230.44
6	228.19
7	230.315
8	226.815
9	227.065
10	226.44
11	226.44
12	228.815
13	225.94
14	227.69
15	229.94
16	228.44
17	227.19
18	227.065
19	225.815
20	227.565
21	233.19
22	228.94
23	227.69
24	233.815
25	229.065
26	228.315
27	226.44
28	227.815
29	227.315
30	230.44


Average freezing temperature: 228.46499999999983
Sigma: 1.9355231850845909
