0	0	0
1	0	0
2	0	0
3	25	0.0103616
4	79	0.0327428
5	81	0.0335717
6	75	0.0310849
7	86	0.035644
8	81	0.0335717
9	80	0.0331572
10	71	0.029427
11	89	0.0368874
12	66	0.0273547
13	99	0.0410321
14	75	0.0310849
15	74	0.0306704
16	79	0.0327428
17	79	0.0327428
18	99	0.0410321
19	52	0.0215522
20	70	0.0290126
21	148	0.0613409
22	23	0.0095327
23	64	0.0265258
24	188	0.0779195
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	159	0.0659
36	93	0.0385453
37	15	0.00621698
38	147	0.0609264
39	69	0.0285981
40	66	0.0273547
41	85	0.0352296
42	88	0.036473
43	71	0.029427
44	84	0.0348151
45	83	0.0344006
46	76	0.0314994
47	90	0.0373019
48	71	0.029427
49	83	0.0344006
50	85	0.0352296
51	72	0.0298415
52	85	0.0352296
53	80	0.0331572
54	76	0.0314994
55	77	0.0319138
56	30	0.012434
57	0	0
58	0	0
59	0	0
60	0	0
